temperature_mean,humidity_mean,light_mean,co2_mean,tvoc_mean,pressure_mean,air_temperature_mean,is_work,total_energy
26.681446078431367,40.5,2.7142857142857144,431.5,1.005,994.05,20.7275,0,298.92
26.681127450980394,40.625,2.7142857142857144,433.0,1.005,993.9250000000001,20.958333333333336,0,299.21250000000003
26.783259803921567,40.375,2.7142857142857144,434.0,1.0025,993.85,21.18916666666667,0,299.505
26.792990196078435,40.375,2.7142857142857144,437.5,1.0025,993.825,21.42,1,299.7975
26.799460784313723,40.25,2.7142857142857144,440.25,1.0,993.75,21.64,1,300.09000000000003
26.839754901960784,40.125,2.7142857142857144,446.5,1.0025,993.625,21.86,1,300.41999999999996
26.847450980392157,40.5,2.7142857142857144,451.25,1.005,993.45,22.080000000000002,1,300.7
26.89656862745098,40.5,2.7142857142857144,459.5,1.0025,993.35,22.3,1,300.97999999999996
26.87877450980392,40.625,2.7142857142857144,465.0,1.0025,993.25,22.52,1,301.26
27.01196078431373,40.5,2.7142857142857144,478.5,1.0025,993.1499999999999,22.740000000000002,1,301.53999999999996
26.9118137254902,40.75,2.7142857142857144,485.25,1.0025,993.0999999999999,22.96,1,301.82
26.94549019607844,40.875,2.7142857142857144,495.5,1.005,992.95,23.18,1,302.1
26.880882352941182,40.625,2.5714285714285716,502.25,1.0,992.875,23.4,1,302.43
26.88318627450981,40.625,2.7142857142857144,508.75,1.0025,992.75,23.619999999999997,1,302.76
26.915147058823536,40.75,2.5714285714285716,512.5,1.0,992.8,23.84,1,303.04999999999995
26.829215686274512,40.75,2.5714285714285716,518.25,1.0,992.6499999999999,24.06,1,303.36999999999995
26.80196078431373,40.875,2.5714285714285716,519.0,1.0,992.5749999999999,24.241666666666667,1,303.68999999999994
26.977892156862747,40.75,2.5714285714285716,520.0,1.0,992.6249999999999,24.423333333333332,1,304.01
26.977271241830064,41.0,2.5714285714285716,521.5,1.0,992.55,24.604999999999997,1,304.33
26.992091503267975,41.125,2.4285714285714284,525.0,1.0,992.55,24.786666666666665,1,304.65
27.066715686274506,41.0,2.4285714285714284,526.75,1.0,992.475,24.968333333333334,1,304.97
27.12009803921568,40.875,2.4285714285714284,530.0,1.0,992.5749999999999,25.15,1,305.29
27.202401960784314,41.125,2.4285714285714284,532.0,1.0,992.6499999999999,25.331666666666663,1,305.61
27.185196078431375,41.125,2.4285714285714284,536.75,1.0,992.475,25.513333333333332,1,305.9766666666667
27.227794117647054,41.125,2.4285714285714284,538.5,1.0,992.325,25.695,1,306.3433333333333
27.281666666666666,40.75,2.4285714285714284,540.25,1.0,992.375,25.876666666666665,1,306.71
27.292892156862738,40.75,2.4285714285714284,542.75,1.0,992.1499999999999,26.05833333333333,1,307.06
27.30117647058823,40.875,2.4285714285714284,545.75,1.0,992.0999999999999,26.24,1,307.40999999999997
27.268137254901955,41.125,2.4285714285714284,548.5,1.0025,992.025,26.366666666666667,1,307.76
27.317450980392152,40.875,2.4285714285714284,552.75,1.0025,991.875,26.493333333333332,1,308.11
27.23588235294117,40.875,2.4285714285714284,556.25,1.0025,991.9000000000001,26.619999999999997,1,308.46
27.324901960784306,41.125,2.4285714285714284,561.25,1.0075,991.7249999999999,26.746666666666666,1,308.81
27.374215686274507,41.25,2.4285714285714284,563.5,1.0075,991.7249999999999,26.873333333333335,1,309.15999999999997
27.377941176470586,41.125,2.4285714285714284,565.5,1.005,991.55,27.0,1,309.51
27.29637254901961,41.125,2.4285714285714284,567.25,1.0075,991.4000000000001,27.126666666666665,1,309.86
27.210637254901958,41.125,2.4285714285714284,568.0,1.0025,991.325,27.253333333333334,1,310.21
27.309705882352944,41.375,2.4285714285714284,568.0,1.0025,991.2,27.380000000000003,1,310.56
27.35607843137254,41.5,2.4285714285714284,568.25,1.0,991.0749999999999,27.506666666666668,1,310.834
27.320098039215683,41.5,2.4285714285714284,568.75,1.0,991.0,27.633333333333333,1,311.108
27.323823529411758,41.375,2.4285714285714284,568.5,1.0,990.8249999999999,27.76,1,311.382
27.326642156862746,41.5,2.4285714285714284,568.75,1.0,990.825,27.855833333333337,1,311.656
27.382156862745095,41.5,2.4285714285714284,568.75,1.0,990.7,27.951666666666668,1,311.92999999999995
27.427622549019606,41.5,2.4285714285714284,568.5,1.0,990.55,28.0475,1,312.20399999999995
27.338039215686276,41.75,2.4285714285714284,567.75,1.0,990.3499999999999,28.143333333333334,1,312.47799999999995
27.38350490196078,41.875,1.2857142857142858,566.5,1.0,990.2750000000001,28.23916666666667,1,312.75199999999995
27.393431372549017,41.75,1.2857142857142858,564.75,1.0,990.3,28.335,1,313.02599999999995
27.303848039215683,41.875,1.2857142857142858,563.5,1.0,990.25,28.430833333333332,1,313.29999999999995
27.282401960784313,41.875,1.2857142857142858,563.0,1.0,990.1249999999999,28.526666666666667,1,313.49
27.296495098039216,41.875,1.2857142857142858,562.0,1.0,989.95,28.622500000000002,1,313.69
27.157156862745097,41.75,1.2857142857142858,561.0,1.0,989.875,28.718333333333334,1,313.89
27.20678921568627,41.875,1.2857142857142858,560.0,1.0,989.7249999999999,28.814166666666665,1,314.0833333333333
27.20960784313725,41.875,1.2857142857142858,559.875,1.0,989.5374999999999,28.91,1,314.2766666666667
27.26862745098039,41.875,1.2857142857142858,559.75,1.0,989.375,28.983333333333334,1,314.47
27.299215686274504,41.875,1.2857142857142858,559.5,1.0,989.3,29.056666666666665,1,314.70750000000004
27.255784313725485,42.0,1.2857142857142858,559.75,1.0,989.2750000000001,29.13,1,314.94500000000005
